WaferID,DMT_X_mm,DMT_Y_mm,DMT_Thickness,TFK_X_mm,TFK_Y_mm,TFK_Thickness,Distance_mm,Thickness_Delta,DMT_File,TFK_File
AANBD103TEH2,0.0,0.0,8652.956,0.0067,-3.6622,8643.5,3.6622061288245367,9.456000000000131,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,18.0,18.0,8644.707,19.3019,19.3019,8637.870117,1.8411646368535322,6.836882999999943,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,18.0,-21.0,8642.144,19.3019,-19.3019,8635.69043,2.1397399888771536,6.453569999999672,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,-48.0,-36.0,8647.662,-47.4578,-36.4348,8639.459961,0.6950049496226653,8.202038999999786,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,-57.0,18.0,8648.014,-57.9062,19.3019,8639.679688,1.5862351811758546,8.334311999999045,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,-18.0,-57.0,8642.117,-19.3019,-57.9062,8634.870117,1.5862351811758546,7.246882999999798,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,-18.0,57.0,8651.637,-19.3019,57.9062,8642.160156,1.5862351811758546,9.47684400000071,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,72.0,-3.0,8627.634,71.2039,-3.6622,8618.80957,1.035511491969062,8.824430000000575,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,57.0,57.0,8624.479,57.9062,57.9062,8612.419922,1.2815603302224963,12.059078000000227,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,-72.0,63.0,8622.967,-71.1902,61.8829,8612.679688,1.37974216794298,10.287312000000384,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
